Customer ID,Age,Gender,Item Purchased,Category,"Purchase 
Amount (USD)",Location,Size,Color,Season,"Review 
Rating","Subscription 
Status","Payment 
Method","Shipping 
Type","Discount 
Applied","Promo Code
 Used","Previous
 Purchases","Preferred Payment
 Method","Frequency of
 Purchases","Previous Purchased 
Amount (USD)","Average 
Order Value (USD)","Total Sales 
Revenue Per Customer (USD)",Time spend on website  Minutes, clicks ,total number of impressions,Click-through rate (CTR),Website Traffic,"Conversion
 Rate %"
3250,26,Female,Backpack,Accessories,$83.00,Virginia,M,Pink,Summer,3.4,No,Credit Card,Express,No,No,32,Credit Card,Quarterly,$107.00,$5.76,$190.00,41,2,338,0.59%,88,2.27%
3251,23,Female,Coat,Outerwear,$90.00,Minnesota,M,Teal,Spring,2.9,No,Cash,2-Day Shipping,No,No,15,Venmo,Weekly,$382.00,$29.50,$472.00,94,1,225,0.44%,171,0.58%
3252,25,Female,Coat,Outerwear,$20.00,Nevada,M,Gold,Winter,3.7,No,Debit Card,Standard,No,No,39,Venmo,Quarterly,$249.00,$6.73,$269.00,10,2,173,1.16%,145,1.38%
3253,69,Female,Sandals,Footwear,$21.00,Montana,L,Brown,Spring,2.7,No,Bank Transfer,Store Pickup,No,No,48,Credit Card,Fortnightly,$349.00,$7.55,$370.00,27,2,333,0.60%,110,1.82%
3254,36,Female,Backpack,Accessories,$60.00,Nebraska,M,Brown,Fall,3.2,No,Debit Card,2-Day Shipping,No,No,8,Venmo,Fortnightly,$486.00,$60.67,$546.00,60,1,251,0.40%,125,0.80%
3255,21,Female,Sweater,Clothing,$31.00,Indiana,S,Magenta,Winter,4.9,No,Venmo,Store Pickup,No,No,11,Bank Transfer,Every 3 Months,$253.00,$23.67,$284.00,32,2,324,0.62%,108,1.85%
3256,57,Female,Shorts,Clothing,$40.00,New Jersey,M,Black,Fall,2.8,No,Cash,Next Day Air,No,No,36,Bank Transfer,Monthly,$405.00,$12.03,$445.00,64,1,325,0.31%,126,0.79%
3257,60,Female,Sunglasses,Accessories,$26.00,Wisconsin,L,Teal,Winter,4.7,No,Cash,Free Shipping,No,No,50,Venmo,Every 3 Months,$510.00,$10.51,$536.00,84,2,350,0.57%,61,3.28%
3258,44,Female,Shirt,Clothing,$98.00,Minnesota,M,Brown,Fall,3.3,No,PayPal,Express,No,No,39,Venmo,Every 3 Months,$17.00,$2.88,$115.00,98,1,175,0.57%,56,1.79%
3259,31,Female,Shoes,Footwear,$51.00,New Jersey,M,Magenta,Spring,4.3,No,Debit Card,Express,No,No,11,Credit Card,Bi-Weekly,$106.00,$13.08,$157.00,28,2,252,0.79%,22,9.09%
3260,57,Female,Hat,Accessories,$95.00,Oklahoma,XL,Indigo,Fall,3.7,No,PayPal,2-Day Shipping,No,No,5,Debit Card,Every 3 Months,$188.00,$47.17,$283.00,22,1,158,0.63%,93,1.08%
3261,39,Female,Scarf,Accessories,$36.00,Wisconsin,M,Violet,Summer,4.5,No,Bank Transfer,2-Day Shipping,No,No,7,Credit Card,Annually,$147.00,$22.88,$183.00,48,0,176,0.00%,20,0.00%
3262,48,Female,Belt,Accessories,$52.00,Rhode Island,L,Cyan,Winter,3.4,No,Bank Transfer,Store Pickup,No,No,50,Debit Card,Weekly,$148.00,$3.92,$200.00,75,0,336,0.00%,6,0.00%
3263,42,Female,T-shirt,Clothing,$35.00,Indiana,M,Violet,Spring,2.7,No,Cash,Standard,No,No,21,Cash,Every 3 Months,$287.00,$14.64,$322.00,30,2,339,0.59%,20,10.00%
3264,56,Female,Shorts,Clothing,$68.00,Vermont,S,Black,Fall,4.4,No,PayPal,Express,No,No,31,Debit Card,Fortnightly,$59.00,$3.97,$127.00,66,2,244,0.82%,59,3.39%
3265,28,Female,Pants,Clothing,$50.00,Maine,S,Charcoal,Winter,4,No,PayPal,Express,No,No,39,Cash,Bi-Weekly,$538.00,$14.70,$588.00,48,0,221,0.00%,65,0.00%
3266,40,Female,Sunglasses,Accessories,$100.00,Alabama,M,White,Winter,3.2,No,Credit Card,Express,No,No,28,Credit Card,Fortnightly,$559.00,$22.72,$659.00,34,0,256,0.00%,46,0.00%
3267,49,Female,Coat,Outerwear,$74.00,Alabama,S,Gray,Winter,4.2,No,Bank Transfer,Next Day Air,No,No,33,Bank Transfer,Weekly,$478.00,$16.24,$552.00,25,2,219,0.91%,148,1.35%
3268,37,Female,Hoodie,Clothing,$45.00,Idaho,L,Pink,Winter,3,No,Debit Card,Store Pickup,No,No,42,Credit Card,Quarterly,$312.00,$8.30,$357.00,18,2,237,0.84%,52,3.85%
3269,22,Female,Dress,Clothing,$97.00,Arkansas,M,Cyan,Fall,2.8,No,Cash,Free Shipping,No,No,5,Bank Transfer,Every 3 Months,$537.00,$105.67,$634.00,20,2,172,1.16%,145,1.38%
3270,27,Female,Blouse,Clothing,$60.00,Ohio,M,Blue,Winter,4.9,No,Venmo,Express,No,No,25,Cash,Monthly,$491.00,$21.19,$551.00,29,0,233,0.00%,161,0.00%
3271,59,Female,Socks,Clothing,$25.00,Illinois,M,Indigo,Winter,4.7,No,Cash,Express,No,No,48,PayPal,Annually,$171.00,$4.00,$196.00,63,1,153,0.65%,141,0.71%
3272,35,Female,Socks,Clothing,$55.00,Nevada,XL,Magenta,Spring,4.4,No,Debit Card,Standard,No,No,30,Credit Card,Weekly,$243.00,$9.61,$298.00,37,0,234,0.00%,150,0.00%
3273,58,Female,Shoes,Footwear,$99.00,Texas,M,Lavender,Winter,3.1,No,Bank Transfer,Next Day Air,No,No,34,PayPal,Quarterly,$235.00,$9.54,$334.00,17,1,315,0.32%,178,0.56%
3274,58,Female,Belt,Accessories,$45.00,Nevada,S,Orange,Summer,2.6,No,Credit Card,Free Shipping,No,No,34,PayPal,Every 3 Months,$467.00,$14.63,$512.00,27,2,163,1.23%,89,2.25%
3275,46,Female,Sweater,Clothing,$20.00,Oklahoma,M,Cyan,Spring,3.9,No,Credit Card,Store Pickup,No,No,14,Cash,Fortnightly,$307.00,$21.80,$327.00,42,0,204,0.00%,184,0.00%
3276,43,Female,Pants,Clothing,$88.00,Alabama,XL,Green,Summer,2.6,No,Venmo,2-Day Shipping,No,No,2,Debit Card,Weekly,$170.00,$86.00,$258.00,98,2,246,0.81%,164,1.22%
3277,39,Female,Scarf,Accessories,$99.00,South Dakota,M,White,Summer,4,No,Credit Card,Store Pickup,No,No,41,PayPal,Every 3 Months,$316.00,$9.88,$415.00,48,0,236,0.00%,146,0.00%
3278,59,Female,Skirt,Clothing,$86.00,Texas,M,Blue,Spring,4.9,No,Cash,Store Pickup,No,No,3,Credit Card,Monthly,$61.00,$36.75,$147.00,82,1,326,0.31%,150,0.67%
3279,59,Female,Dress,Clothing,$70.00,Montana,M,Black,Summer,3.3,No,Debit Card,2-Day Shipping,No,No,18,Bank Transfer,Weekly,$384.00,$23.89,$454.00,14,2,299,0.67%,35,5.71%
3280,59,Female,Hat,Accessories,$50.00,Wyoming,S,Red,Fall,3,No,Credit Card,Express,No,No,1,Debit Card,Fortnightly,$416.00,$233.00,$466.00,73,0,276,0.00%,81,0.00%
3281,45,Female,Handbag,Accessories,$57.00,New York,L,Red,Winter,2.7,No,Credit Card,Next Day Air,No,No,5,PayPal,Monthly,$256.00,$52.17,$313.00,81,2,296,0.68%,65,3.08%
3282,27,Female,Pants,Clothing,$69.00,Oregon,L,Gold,Winter,3.1,No,Debit Card,Free Shipping,No,No,41,Bank Transfer,Annually,$178.00,$5.88,$247.00,97,0,221,0.00%,100,0.00%
3283,24,Female,T-shirt,Clothing,$94.00,California,M,Red,Fall,4.8,No,Bank Transfer,Next Day Air,No,No,5,Credit Card,Monthly,$91.00,$30.83,$185.00,23,0,305,0.00%,36,0.00%
3284,47,Female,Jacket,Outerwear,$24.00,North Carolina,L,Purple,Spring,2.9,No,Credit Card,Express,No,No,10,Debit Card,Every 3 Months,$494.00,$47.09,$518.00,53,2,245,0.82%,16,12.50%
3285,70,Female,Scarf,Accessories,$79.00,Kentucky,L,White,Spring,4.5,No,Debit Card,2-Day Shipping,No,No,20,Venmo,Annually,$423.00,$23.90,$502.00,72,0,333,0.00%,133,0.00%
3286,58,Female,Hat,Accessories,$31.00,Hawaii,XL,Magenta,Fall,4.6,No,PayPal,Free Shipping,No,No,11,Cash,Weekly,$531.00,$46.83,$562.00,95,1,302,0.33%,20,5.00%
3287,45,Female,Jacket,Outerwear,$67.00,Illinois,L,Pink,Winter,5,No,Venmo,Express,No,No,4,Venmo,Fortnightly,$599.00,$133.20,$666.00,72,1,316,0.32%,61,1.64%
3288,24,Female,Skirt,Clothing,$63.00,West Virginia,L,Black,Spring,4.3,No,PayPal,2-Day Shipping,No,No,38,Credit Card,Weekly,$511.00,$14.72,$574.00,75,1,202,0.50%,58,1.72%
3289,67,Female,Handbag,Accessories,$61.00,South Carolina,XL,White,Spring,4.9,No,Debit Card,Next Day Air,No,No,19,Credit Card,Bi-Weekly,$378.00,$21.95,$439.00,91,0,167,0.00%,11,0.00%
3290,31,Female,Backpack,Accessories,$50.00,Montana,M,Maroon,Summer,4,No,Venmo,2-Day Shipping,No,No,16,Venmo,Every 3 Months,$165.00,$12.65,$215.00,11,0,250,0.00%,92,0.00%
3291,52,Female,Coat,Outerwear,$82.00,North Dakota,L,Black,Spring,3.1,No,Bank Transfer,Free Shipping,No,No,2,PayPal,Monthly,$187.00,$89.67,$269.00,20,0,280,0.00%,56,0.00%
3292,29,Female,Belt,Accessories,$51.00,New Mexico,L,Olive,Fall,2.6,No,Bank Transfer,2-Day Shipping,No,No,11,Cash,Monthly,$209.00,$21.67,$260.00,72,2,162,1.23%,96,2.08%
3293,62,Female,Handbag,Accessories,$23.00,Missouri,L,Gray,Spring,4.9,No,Debit Card,Standard,No,No,18,Bank Transfer,Fortnightly,$460.00,$25.42,$483.00,64,0,284,0.00%,172,0.00%
3294,19,Female,Coat,Outerwear,$91.00,West Virginia,M,Gold,Spring,3.5,No,Bank Transfer,2-Day Shipping,No,No,47,Credit Card,Fortnightly,$362.00,$9.44,$453.00,26,2,250,0.80%,17,11.76%
3295,62,Female,Sweater,Clothing,$60.00,South Carolina,S,Magenta,Spring,4.5,No,PayPal,Store Pickup,No,No,15,Bank Transfer,Bi-Weekly,$236.00,$18.50,$296.00,75,0,250,0.00%,104,0.00%
3296,70,Female,Blouse,Clothing,$34.00,West Virginia,S,Lavender,Summer,2.8,No,PayPal,Next Day Air,No,No,15,Cash,Weekly,$205.00,$14.94,$239.00,27,0,279,0.00%,122,0.00%
3297,20,Female,Blouse,Clothing,$23.00,Alaska,M,Green,Spring,4.2,No,PayPal,Next Day Air,No,No,47,Venmo,Quarterly,$200.00,$4.65,$223.00,77,0,305,0.00%,150,0.00%
3298,67,Female,Belt,Accessories,$82.00,West Virginia,M,Violet,Fall,4.1,No,Credit Card,Free Shipping,No,No,47,PayPal,Monthly,$417.00,$10.40,$499.00,21,1,182,0.55%,125,0.80%
3299,65,Female,Jacket,Outerwear,$73.00,New Mexico,M,Brown,Fall,3.5,No,PayPal,Express,No,No,6,Bank Transfer,Every 3 Months,$493.00,$80.86,$566.00,88,0,279,0.00%,154,0.00%
3300,45,Female,Shorts,Clothing,$32.00,South Dakota,L,Teal,Spring,4,No,Bank Transfer,2-Day Shipping,No,No,18,Venmo,Monthly,$61.00,$4.89,$93.00,67,1,313,0.32%,138,0.72%
3301,26,Female,Hat,Accessories,$80.00,Oklahoma,M,Charcoal,Spring,4,No,Debit Card,Express,No,No,40,Bank Transfer,Bi-Weekly,$545.00,$15.24,$625.00,29,0,346,0.00%,73,0.00%
3302,36,Female,Pants,Clothing,$58.00,Oklahoma,XL,Charcoal,Summer,2.5,No,PayPal,Free Shipping,No,No,31,Credit Card,Fortnightly,$417.00,$14.84,$475.00,13,0,179,0.00%,120,0.00%
3303,36,Female,Blouse,Clothing,$82.00,Alabama,XL,Beige,Winter,4.2,No,Venmo,Standard,No,No,31,Venmo,Bi-Weekly,$381.00,$14.47,$463.00,32,0,220,0.00%,180,0.00%
3304,20,Female,Belt,Accessories,$60.00,Mississippi,S,Turquoise,Summer,3.4,No,PayPal,Next Day Air,No,No,4,Credit Card,Fortnightly,$441.00,$100.20,$501.00,31,2,255,0.78%,81,2.47%
3305,30,Female,Handbag,Accessories,$79.00,Mississippi,XL,Orange,Fall,4.8,No,Debit Card,Next Day Air,No,No,36,Bank Transfer,Every 3 Months,$112.00,$5.16,$191.00,90,1,216,0.46%,52,1.92%
3306,34,Female,Hoodie,Clothing,$41.00,Nebraska,L,Cyan,Summer,4.9,No,Bank Transfer,Standard,No,No,31,PayPal,Bi-Weekly,$210.00,$7.84,$251.00,56,1,257,0.39%,46,2.17%
3307,63,Female,Jacket,Outerwear,$39.00,Colorado,L,Orange,Summer,3.6,No,Cash,Store Pickup,No,No,6,Venmo,Fortnightly,$521.00,$80.00,$560.00,21,1,319,0.31%,109,0.92%
3308,18,Female,Scarf,Accessories,$36.00,Pennsylvania,S,Green,Winter,4,No,Credit Card,Store Pickup,No,No,1,Cash,Monthly,$246.00,$141.00,$282.00,50,0,327,0.00%,166,0.00%
3309,55,Female,Jeans,Clothing,$70.00,Utah,M,Pink,Fall,2.6,No,Venmo,Express,No,No,29,Cash,Monthly,$179.00,$8.30,$249.00,56,1,166,0.60%,52,1.92%
3310,48,Female,Handbag,Accessories,$47.00,Massachusetts,M,Blue,Summer,3.1,No,Credit Card,Store Pickup,No,No,19,PayPal,Monthly,$443.00,$24.50,$490.00,71,0,172,0.00%,20,0.00%
3311,45,Female,Jacket,Outerwear,$27.00,Iowa,M,Pink,Winter,3.6,No,Debit Card,Free Shipping,No,No,12,PayPal,Fortnightly,$161.00,$14.46,$188.00,26,2,328,0.61%,92,2.17%
3312,29,Female,Hat,Accessories,$52.00,Florida,L,Blue,Summer,4,No,PayPal,Express,No,No,18,Bank Transfer,Annually,$456.00,$26.74,$508.00,89,1,183,0.55%,99,1.01%
3313,55,Female,Sneakers,Footwear,$75.00,Louisiana,L,Black,Summer,3.9,No,Venmo,Next Day Air,No,No,45,Cash,Quarterly,$175.00,$5.43,$250.00,70,1,176,0.57%,108,0.93%
3314,55,Female,Hat,Accessories,$30.00,Kansas,XL,Black,Fall,3.9,No,Cash,Express,No,No,45,Credit Card,Monthly,$482.00,$11.13,$512.00,83,0,321,0.00%,33,0.00%
3315,55,Female,Socks,Clothing,$94.00,Kansas,M,Violet,Spring,3.3,No,PayPal,Standard,No,No,8,Credit Card,Quarterly,$369.00,$51.44,$463.00,55,0,342,0.00%,153,0.00%
3316,48,Female,Scarf,Accessories,$68.00,Kentucky,S,Gold,Summer,2.9,No,Credit Card,Standard,No,No,4,PayPal,Every 3 Months,$415.00,$96.60,$483.00,75,2,202,0.99%,100,2.00%
3317,42,Female,Socks,Clothing,$45.00,New Mexico,M,Olive,Summer,3.1,No,Cash,Free Shipping,No,No,5,Debit Card,Fortnightly,$254.00,$49.83,$299.00,54,0,337,0.00%,60,0.00%
3318,21,Female,Hat,Accessories,$67.00,North Carolina,XL,Pink,Summer,4.7,No,Debit Card,Standard,No,No,30,Cash,Quarterly,$209.00,$8.90,$276.00,97,0,177,0.00%,164,0.00%
3319,45,Female,Jacket,Outerwear,$46.00,North Dakota,M,Olive,Summer,3.9,No,Venmo,Free Shipping,No,No,15,PayPal,Monthly,$512.00,$34.88,$558.00,64,1,311,0.32%,173,0.58%
3320,23,Female,Shorts,Clothing,$31.00,North Dakota,M,Indigo,Summer,4.3,No,Cash,Next Day Air,No,No,17,Credit Card,Every 3 Months,$196.00,$12.61,$227.00,90,1,283,0.35%,139,0.72%
3321,66,Female,Blouse,Clothing,$44.00,Illinois,XL,Silver,Fall,4.2,No,Cash,2-Day Shipping,No,No,45,Cash,Every 3 Months,$489.00,$11.59,$533.00,49,2,244,0.82%,59,3.39%
3322,32,Female,Coat,Outerwear,$100.00,Maine,S,Charcoal,Winter,4.3,No,Bank Transfer,Next Day Air,No,No,3,Venmo,Annually,$357.00,$114.25,$457.00,91,1,214,0.47%,118,0.85%
3323,52,Female,Sweater,Clothing,$92.00,Indiana,XL,Orange,Winter,4.6,No,Credit Card,Next Day Air,No,No,43,PayPal,Weekly,$257.00,$7.93,$349.00,61,1,247,0.40%,125,0.80%
3324,54,Female,Handbag,Accessories,$78.00,North Dakota,M,Yellow,Winter,3.8,No,Venmo,Free Shipping,No,No,4,Credit Card,Monthly,$476.00,$110.80,$554.00,97,1,296,0.34%,185,0.54%
3325,37,Female,T-shirt,Clothing,$32.00,Missouri,S,Red,Fall,3.3,No,Venmo,Standard,No,No,41,Venmo,Weekly,$590.00,$14.81,$622.00,84,0,162,0.00%,87,0.00%
3326,29,Female,Sandals,Footwear,$97.00,Alaska,M,Maroon,Fall,3.7,No,Debit Card,2-Day Shipping,No,No,16,Venmo,Monthly,$419.00,$30.35,$516.00,91,0,312,0.00%,184,0.00%
3327,47,Female,Gloves,Accessories,$95.00,North Dakota,M,Magenta,Summer,4.3,No,Cash,Standard,No,No,10,Debit Card,Annually,$240.00,$30.45,$335.00,91,0,159,0.00%,89,0.00%
3328,47,Female,Shorts,Clothing,$64.00,Connecticut,M,Black,Spring,4.1,No,Bank Transfer,Express,No,No,2,Debit Card,Quarterly,$431.00,$165.00,$495.00,59,2,320,0.63%,197,1.02%
3329,42,Female,Sandals,Footwear,$35.00,Wisconsin,M,Violet,Spring,3.2,No,Venmo,Free Shipping,No,No,11,Cash,Bi-Weekly,$571.00,$50.50,$606.00,33,1,177,0.56%,93,1.08%
3330,34,Female,Backpack,Accessories,$54.00,New Jersey,M,Gray,Winter,3.8,No,Debit Card,Express,No,No,1,Debit Card,Bi-Weekly,$459.00,$256.50,$513.00,79,1,188,0.53%,141,0.71%
3331,38,Female,Sneakers,Footwear,$96.00,Missouri,M,Black,Spring,3.2,No,PayPal,2-Day Shipping,No,No,41,Bank Transfer,Quarterly,$239.00,$7.98,$335.00,54,2,162,1.23%,107,1.87%
3332,55,Female,Sunglasses,Accessories,$58.00,California,M,Pink,Summer,3.5,No,Debit Card,Free Shipping,No,No,39,PayPal,Quarterly,$428.00,$12.15,$486.00,54,1,162,0.62%,18,5.56%
3333,27,Female,T-shirt,Clothing,$23.00,Washington,M,Silver,Summer,3.1,No,PayPal,2-Day Shipping,No,No,1,PayPal,Bi-Weekly,$39.00,$31.00,$62.00,31,2,261,0.77%,62,3.23%
3334,55,Female,Jeans,Clothing,$35.00,Minnesota,M,Violet,Spring,4.2,No,Debit Card,Express,No,No,3,PayPal,Monthly,$141.00,$44.00,$176.00,25,1,322,0.31%,121,0.83%
3335,66,Female,Shirt,Clothing,$23.00,California,M,Beige,Summer,3.4,No,Bank Transfer,Free Shipping,No,No,21,Credit Card,Annually,$247.00,$12.27,$270.00,84,0,312,0.00%,163,0.00%
3336,44,Female,Hat,Accessories,$94.00,Texas,XL,Cyan,Winter,3.5,No,Credit Card,Express,No,No,48,Bank Transfer,Quarterly,$57.00,$3.08,$151.00,43,1,206,0.49%,14,7.14%
3337,39,Female,Blouse,Clothing,$45.00,Montana,M,Brown,Fall,4,No,Venmo,Free Shipping,No,No,24,Debit Card,Annually,$248.00,$11.72,$293.00,23,2,204,0.98%,160,1.25%
3338,23,Female,Jacket,Outerwear,$23.00,Arizona,L,Blue,Winter,4.4,No,Bank Transfer,2-Day Shipping,No,No,45,Bank Transfer,Bi-Weekly,$437.00,$10.00,$460.00,79,1,172,0.58%,132,0.76%
3339,29,Female,Skirt,Clothing,$94.00,Minnesota,L,White,Winter,2.9,No,Venmo,2-Day Shipping,No,No,46,Credit Card,Monthly,$246.00,$7.23,$340.00,21,0,211,0.00%,79,0.00%
3340,20,Female,Gloves,Accessories,$99.00,Nebraska,M,Cyan,Fall,3.6,No,Debit Card,Store Pickup,No,No,35,Cash,Fortnightly,$80.00,$4.97,$179.00,46,0,345,0.00%,166,0.00%
3341,42,Female,T-shirt,Clothing,$36.00,Virginia,XL,Maroon,Fall,4.4,No,Credit Card,Free Shipping,No,No,47,Credit Card,Fortnightly,$79.00,$2.40,$115.00,25,2,285,0.70%,87,2.30%
3342,55,Female,Jacket,Outerwear,$50.00,Connecticut,XL,Olive,Summer,4.5,No,Venmo,Standard,No,No,35,Credit Card,Monthly,$474.00,$14.56,$524.00,16,2,212,0.94%,199,1.01%
3343,66,Female,Jacket,Outerwear,$81.00,New Jersey,M,Violet,Spring,3.8,No,Credit Card,Free Shipping,No,No,45,Credit Card,Weekly,$294.00,$8.15,$375.00,86,0,256,0.00%,138,0.00%
3344,24,Female,Shorts,Clothing,$31.00,Kentucky,XL,Green,Winter,3.6,No,Bank Transfer,2-Day Shipping,No,No,6,Cash,Bi-Weekly,$49.00,$11.43,$80.00,16,2,308,0.65%,61,3.28%
3345,62,Female,Hat,Accessories,$48.00,Washington,XL,Magenta,Fall,4.3,No,Debit Card,Free Shipping,No,No,20,Cash,Annually,$415.00,$22.05,$463.00,73,2,214,0.93%,31,6.45%
3346,28,Female,Handbag,Accessories,$91.00,Florida,M,Turquoise,Summer,4,No,Cash,2-Day Shipping,No,No,3,Venmo,Bi-Weekly,$107.00,$49.50,$198.00,73,1,261,0.38%,55,1.82%
3347,30,Female,Jeans,Clothing,$99.00,Oklahoma,M,Black,Summer,3.4,No,PayPal,Express,No,No,30,Venmo,Quarterly,$39.00,$4.45,$138.00,15,2,215,0.93%,42,4.76%
3348,22,Female,Shoes,Footwear,$70.00,Iowa,XL,Cyan,Summer,4.4,No,Credit Card,Standard,No,No,28,PayPal,Bi-Weekly,$65.00,$4.66,$135.00,31,1,182,0.55%,52,1.92%
3349,28,Female,T-shirt,Clothing,$74.00,New Hampshire,L,Gray,Winter,2.8,No,PayPal,Standard,No,No,15,Cash,Every 3 Months,$22.00,$6.00,$96.00,13,0,222,0.00%,142,0.00%
3350,35,Female,Jewelry,Accessories,$79.00,Georgia,M,Red,Fall,2.8,No,Cash,Store Pickup,No,No,29,PayPal,Quarterly,$316.00,$13.17,$395.00,45,1,295,0.34%,141,0.71%
3351,45,Female,Handbag,Accessories,$33.00,Mississippi,S,Olive,Fall,4.9,No,PayPal,2-Day Shipping,No,No,15,Cash,Bi-Weekly,$210.00,$15.19,$243.00,86,1,224,0.45%,58,1.72%
3352,43,Female,Shirt,Clothing,$49.00,New Hampshire,L,Cyan,Spring,4.2,No,Cash,2-Day Shipping,No,No,18,Bank Transfer,Fortnightly,$576.00,$32.89,$625.00,87,1,203,0.49%,130,0.77%
3353,55,Female,Belt,Accessories,$96.00,Washington,M,Teal,Summer,2.9,No,Credit Card,Next Day Air,No,No,7,Bank Transfer,Bi-Weekly,$219.00,$39.38,$315.00,88,1,284,0.35%,108,0.93%
3354,31,Female,Dress,Clothing,$66.00,Ohio,L,Teal,Fall,4.6,No,Debit Card,Free Shipping,No,No,19,Credit Card,Every 3 Months,$575.00,$32.05,$641.00,80,1,155,0.65%,29,3.45%
3355,42,Female,Skirt,Clothing,$45.00,Maryland,M,Orange,Fall,2.8,No,Cash,Next Day Air,No,No,15,PayPal,Weekly,$15.00,$3.75,$60.00,43,1,191,0.52%,39,2.56%
3356,40,Female,Blouse,Clothing,$28.00,Delaware,M,Peach,Spring,2.6,No,Debit Card,Store Pickup,No,No,3,Bank Transfer,Bi-Weekly,$210.00,$59.50,$238.00,21,2,199,1.01%,69,2.90%
3357,39,Female,Jeans,Clothing,$48.00,Tennessee,M,Silver,Summer,3.5,No,Credit Card,Store Pickup,No,No,13,PayPal,Bi-Weekly,$27.00,$5.36,$75.00,14,2,161,1.24%,107,1.87%
3358,41,Female,Hoodie,Clothing,$67.00,Arkansas,M,Pink,Winter,3.5,No,Venmo,Free Shipping,No,No,37,Credit Card,Monthly,$493.00,$14.74,$560.00,45,2,188,1.06%,117,1.71%
3359,56,Female,T-shirt,Clothing,$59.00,Tennessee,M,Magenta,Fall,3.4,No,Debit Card,2-Day Shipping,No,No,26,Cash,Annually,$533.00,$21.93,$592.00,31,2,219,0.91%,37,5.41%
3360,43,Female,Sunglasses,Accessories,$74.00,New Hampshire,L,Red,Fall,3.9,No,Credit Card,Next Day Air,No,No,29,Debit Card,Monthly,$431.00,$16.83,$505.00,16,2,334,0.60%,186,1.08%
3361,22,Female,Jacket,Outerwear,$81.00,Minnesota,M,Maroon,Spring,3.3,No,Venmo,2-Day Shipping,No,No,47,Cash,Every 3 Months,$138.00,$4.56,$219.00,36,1,196,0.51%,139,0.72%
3362,47,Female,Shoes,Footwear,$26.00,Florida,M,Silver,Spring,4.1,No,Credit Card,Free Shipping,No,No,47,Credit Card,Bi-Weekly,$263.00,$6.02,$289.00,71,0,289,0.00%,200,0.00%
3363,50,Female,Handbag,Accessories,$61.00,Tennessee,M,Gray,Summer,3,No,Credit Card,Next Day Air,No,No,48,Venmo,Fortnightly,$229.00,$5.92,$290.00,53,1,181,0.55%,196,0.51%
3364,58,Female,Sweater,Clothing,$23.00,California,M,Turquoise,Winter,3,No,PayPal,Next Day Air,No,No,46,Bank Transfer,Bi-Weekly,$104.00,$2.70,$127.00,59,2,247,0.81%,160,1.25%
3365,50,Female,Scarf,Accessories,$33.00,Oregon,M,Peach,Fall,3.2,No,Cash,Standard,No,No,7,Credit Card,Monthly,$195.00,$28.50,$228.00,21,0,159,0.00%,177,0.00%
3366,43,Female,Skirt,Clothing,$58.00,Tennessee,L,Teal,Fall,3.9,No,Bank Transfer,Express,No,No,45,Credit Card,Every 3 Months,$213.00,$5.89,$271.00,66,1,347,0.29%,18,5.56%
3367,38,Female,Gloves,Accessories,$65.00,North Carolina,M,Red,Spring,3.6,No,Venmo,2-Day Shipping,No,No,47,Debit Card,Quarterly,$557.00,$12.96,$622.00,33,0,338,0.00%,127,0.00%
3368,44,Female,T-shirt,Clothing,$48.00,Tennessee,M,Blue,Summer,3.1,No,Credit Card,Store Pickup,No,No,6,Venmo,Fortnightly,$597.00,$92.14,$645.00,76,2,259,0.77%,128,1.56%
3369,30,Female,Sandals,Footwear,$25.00,Nebraska,M,Blue,Spring,4.8,No,Cash,Express,No,No,29,Bank Transfer,Every 3 Months,$548.00,$19.10,$573.00,67,1,280,0.36%,161,0.62%
3370,47,Female,Sweater,Clothing,$51.00,Maine,M,Indigo,Winter,3.8,No,Debit Card,2-Day Shipping,No,No,42,Cash,Monthly,$524.00,$13.37,$575.00,77,2,263,0.76%,47,4.26%
3371,30,Female,Belt,Accessories,$31.00,Illinois,M,Charcoal,Summer,2.8,No,Venmo,Store Pickup,No,No,46,Cash,Fortnightly,$54.00,$1.81,$85.00,15,2,162,1.23%,94,2.13%
3372,49,Female,Hoodie,Clothing,$99.00,Colorado,S,Turquoise,Winter,4,No,PayPal,Next Day Air,No,No,28,PayPal,Annually,$67.00,$5.72,$166.00,93,2,196,1.02%,99,2.02%
3373,56,Female,Socks,Clothing,$25.00,Pennsylvania,M,Maroon,Winter,4.6,No,Credit Card,Free Shipping,No,No,14,Credit Card,Every 3 Months,$441.00,$31.07,$466.00,84,0,326,0.00%,162,0.00%
3374,70,Female,Sandals,Footwear,$52.00,Minnesota,M,Purple,Spring,3.5,No,Debit Card,Store Pickup,No,No,12,Debit Card,Every 3 Months,$338.00,$30.00,$390.00,96,1,184,0.54%,26,3.85%
3375,22,Female,Blouse,Clothing,$47.00,Nevada,S,Lavender,Spring,3.7,No,Debit Card,2-Day Shipping,No,No,41,Debit Card,Annually,$200.00,$5.88,$247.00,69,2,311,0.64%,75,2.67%
3376,51,Female,Boots,Footwear,$98.00,Connecticut,XL,Yellow,Fall,4.9,No,Debit Card,Express,No,No,8,Credit Card,Annually,$99.00,$21.89,$197.00,74,2,246,0.81%,197,1.02%
